ID,Topic,Domain,emotion,text
2886,Politics,Facebook,Anger,খেলা চলাকালীন সময়ে স্ট্রোক করে মারা জান। #রামান_লামবাঃ ইন্ডিয়- ১৯৯৮ 
14512,Entertainment,Youtube,Love,মানুষ ইন্ডিয়ান নাটক দেখে ঝগড়া শিখে আর বাংলা নাটক দেখে আদর্শবান হওয়া শিখে 
9779,Education,Facebook,Anger,তাকেও সমালোচনার পাত্র বানিয়ে ছেড়ে দেয়া হয়। সত্যই ‘যে দেশে গুণের কদর নেই 
14028,Personal,Youtube,Anger,ভাই বাংলাদেশে অনেক রানা আছে.. আমার এলাকায় রানা থেকে কম বা বেশি একজন আছে.... 
22717,Entertainment,Youtube,Joy,কাবিলার অভিনয় টা জোস হয়ছে😃😃নোয়াখালী যেখানেই থাকবো সেখানেই কোন না কোন ভেজাল হবেই😃😃 
15216,Entertainment,Youtube,Love,"মেহু আপ্পিকে এরকম অভিনয়ে খুব মানিয়েছে,,আর অপূর্ব বস তো কথাই নাই,,জাষ্ট অসাধারণ। "
25677,Politics,Youtube,Sadness,হাছিনার আর জয় য়ের মায়ের চুদি খানকির পোলারা 
1610,Business,Youtube,Love,আপু তোমার ভিডিও গুলো খুব সুন্দর হয় এভাবে ভিডিও করে যাও 
1907,Sports,Youtube,Sadness,নাইম খেলেছে খেলার মতো আর বাকিরা মাঠে ১ মিনিট করে জকিং করার জন্য নেমেছিল 
18990,Personal,Youtube,Joy,আফ্রিদি ভাই অনেক বড়ো মনের মানুষ 
6986,Personal,Youtube,Love,"আফ্রিদি ভাইয়া তুমি এই ভাবেই অসহায় মানুষের পাশে থাইকো,,,সেলুট জানাই তোমার প্রতি।✌✌ "
13536,Music,Youtube,Joy,এটা ঠিক যে শেখসাদীর চোখ মারাটা খুব ভাল ও সুন্দর 
26758,Personal,Youtube,Joy,আমার বাড়ি বগুড়া জেলা ।আমি কলকাতা থাকি। 
26889,Personal,Youtube,Joy,এক রানা না পারলে সব রানার জন্যে কিছু করা যায় নাকি সেইটার চেষ্টা করেন 
23725,Personal,Youtube,Anger,মানুষের লক্ষ লক্ষ টাকা ওড়ায়। আর আমাদের মত গরিব রা না খেয়ে মরে হায় রে দেশ। 
11570,Entertainment,Youtube,Sadness,কমেন্ট দেখে পোসায় গেছে আরেকটা সেকেন্ড ও দেখবোনা👍 
22701,Music,Youtube,Sadness,"দেহ দিলা মনটা দিলানা, এ কেমন কথা শুনলেই তো কেমন লাগে,,,,, ফালতু "
17401,Personal,Facebook,Joy,রাত অনেক হয়ে যাচ্ছে। ওর জন্য আশীর্বাদ কর 
9185,Sports,Facebook,Surprise,যা আর কারো মধ্যেই নেই। ___তিতে লিওনেল মেসি ও ক্রিষ্টিয়ানো রোনালদোর মধ্যে কে সেরা 
12210,Sports,Youtube,Sadness,তোর মায়ের সাথেও এভাবে কথা বলিস? 
6414,Education,Youtube,Sadness,রোজা রমজানে কি গালা গালির ভিডীও দিয়া দিলেন! 
4671,Sports,Youtube,Surprise,পুরো খেলা দেখতে পারি নাই তাই হাইলাইটস দেখে মনে হল সবকিছু গুজব 
24339,Personal,Facebook,Fear,শিশুদের পোষ মানানো কঠিন। ভয়ঙ্কর কঠিন। কারণ শিশুরা অনেক কিছু বুঝতে পারে 
8943,Personal,Youtube,Love,"তাবিব ভাই সত্যিই ভাল মানুষ, ফ্রেশ চিন্তার মানুষ, আমাদের সবার চিন্তা ভাবনা চেন্জ করা দরকার।।। "
25975,Politics,Youtube,Sadness,এই সব কুরুচিপূর্ণ গান যুব সমাজ কে নস্ট করছে। 
311,Personal,Facebook,Love,অবনী আর ওর বান্ধবী -আমি দেখেই বুঝতে পেরেছি।তোমার মুখে অবনী নামটা এতবার শুনেছি যে 
25787,Sports,Youtube,Sadness,এই খানকির পুত আম্পায়ার কে পাইলে জুতা দিয়া মারতাম মাদার চুদের বাচ্চা সব আউট দিছে পালতু 
8213,Politics,Youtube,Anger,"আল্লাহ আমাদের এই জুলুম থেকে বাঁচাও।তুমিই সহায়।কারন,টাকার লোভে সবই হালাল করে দেবে অনুমোদনকারী। "
9031,Sports,Facebook,Joy,তেভেজ এই মূহুর্তে জুভেনৃটাসের হয়ে চরম ফরৃমে আছে । আরৃজেনৃটাইন কোচ জেরারৃড মারৃটিনো নিশ্চিত করেছেন যে 
4078,Politics,Youtube,Anger,অশ্লীলতাকে সবাই বাহবা দিচ্ছে মর্ডান যুগের ফ্যাশন ও ক্যারিয়ার হিসেবে। 
5950,Entertainment,Youtube,Surprise,এই মুয়ুরী কে কই পাইছেন ভাই 
4360,Personal,Youtube,Love,তোমারে ভাই দুচোখে দেখতে পারতাম না। আজ কথাগুলো মনে ধরছে। সাবস্ক্রাইব করে ফেললাম। 
19295,Personal,Facebook,Love,আমাদের আত্তা থেকে ভালোবাসুক 
6755,Politics,Youtube,Anger,তোরা এভাবেই শেষ হয়ে যাবি 
7466,Entertainment,Youtube,Love,মারিয়া নূরের আরো নাটক দেখতে চাই কে কে চান? 
3106,Music,Youtube,Sadness,তোরে জুতা দিয়া বাইরাইয়া কপালের চারা খুইল্লা ফালামু 😜 
19164,Education,Facebook,Sadness,জন্মদিন জেনে কি করবেন? প্রথম ভাড়াটে - না মানে 
15284,Personal,Youtube,Anger,"ভাইয়া আমার ছোট ভাই খুব ভালো গান গাইতে পারে কিন্তু ,,,,,,,,,,,,,,,,,😢😢😢☹️ "
17952,Personal,Facebook,Joy,কার্বুরেটর ঠিক রাখবি। গাড়ির যেমন কার্বুরেটর ঠিক থাকলে সব ঠিক 
19856,Education,Youtube,Joy,"চমক ভাই কুষ্টিয়া জিলা স্কুলের আমার সিনিয়র ভাই ছিলেন,, অনেক মজার মানুষ,, মিস ইউ ভাই "
10383,Education,Facebook,Anger,মেয়েটা তখন কান্না শুরু করে। ছেলেটা তখন আবার বলে 
23171,Music,Youtube,Sadness,এটা একটা গান হলো 
275,Entertainment,Youtube,Sadness,শালার বেটা তরে জুতা দিয়া পিঠানোর দরকার। তর বংশের মধ্যে কোন একটা আলেম আছে। 
19686,Music,Youtube,Joy,মনটা খারাপ ছিলে এটা দেখে হাসতে হাসতে শেষ... 😀😀 
15579,Personal,Youtube,Anger,তেলো মাথায় তেল দিতে সবাই পছন্দ করে.....রে ভাই 
25269,Sports,Youtube,Joy,আমাদের দেশের মেয়ে রা ভালো খেলে ছেলে দের চেয়ে 
21836,Personal,Youtube,Joy,এই প্রথম ২২ মিনিটের একটা ভিডিও না টেনে দেখলাম শুধু তালিব ভাই আর গলি বয় রানার জন্য 
4814,Personal,Youtube,Joy,ভাল্লাগছে তাই সাস্ক্রাইব করলাম। সবার কাছে হেল্প চাই আশা করি আমার চেনেল্টা সাস্ক্রাইব করবেন 
24618,Personal,Youtube,Joy,এইরকম সবাই যদি অন্য মানুষের সাহায্য করত কতই না ভালো হতো।আসুন সবাই আমাদের মাইন্ড চেইঞ্জ করি। 
10766,Education,Youtube,Joy,আমি চমক ভাইকে স্কুল জিবনথেকে অনুসরণ করি। উনি একজন অসাধারণ মানুষ। 
26500,Entertainment,Facebook,Love,সে তো স্নেহের বাধন । নারী তুমি ভালোবাসা 
15658,Music,Youtube,Sadness,হোগা মারা খাইছেন নি মিয়া 
2260,Personal,Facebook,Joy,ছেলে মানুষ হলে না হয় হ্যান্ড শেক করতাম 
15883,Personal,Facebook,Anger,তাদের সব থেকেও আসলে শূন্যতা ছাড়া কিছুই থাকে না 
18899,Travel,Youtube,Joy,আজ প্রথম দেখলাম আপনার রেকর্ড করা ভিডিও ভাল লাগল আপনা কে ধন্যবাদ 
23555,Game,Youtube,Love,ভাই ইন্ট্রোটা পাল্টাইলা কেনো আর কলকে কলাহারী ম্যাপের ভিডও চাই লাভ ইউ ভাই😍😍😍😍😍😘😘😘😘 
648,Personal,Facebook,Love,"একটিও নেই”- আমি তোমায় সুখী করবো । বইঃ হিউম্যান এন্ড আর্থ লেখকঃ সালামুন"" "
8520,Education,Youtube,Anger,কুয়োর ব্যাঙের কথা মনে পড়ে গেল 
19457,Personal,Facebook,Joy,মনের মাঝে রং তুলি নিয়ে আঁধার রাতেও হাঁটছে কবি 
8442,Politics,Facebook,Joy,পুরোটা সময় জুরে জম্পেস আড্ডা হবে রেডিও মুন্নার জানালায়। আর সাথে আছি আমি আপনাদের আর 
23803,Personal,Youtube,Anger,ভাই চোখ দিয়ে পানি চলে এলো। 
18442,Entertainment,Youtube,Anger,"চুল গুলানা সামনে চলে আশে,একদমই কথা শুনেনা। বাণীতে পলাশ ভাই "
23436,Politics,Youtube,Surprise,এই বাচ্চাটার জন্মে সমস্যা আছে....?? 
6612,Entertainment,Youtube,Love,"খুব খুব খুব এনজয় করেছি,,,নিশু ভাই তুমি একটা জিনিস ভাই,,, "
15119,Personal,Youtube,Joy,গালি বয় এর মতো আরো ক্রিয়েটিভ ভিডিও পেতে আমার চ্যানেলটাতে সাবস্ক্রাইব করতে পারেন। 
10091,Politics,Youtube,Sadness,কিসের সরকার আর কিসেরই বা ভোট সব হল ভোট চোর 
11915,Politics,Youtube,Anger,এই দেশটার মধ্যে কি শুরু হলো? মারামারি কাটাকাটি আর হানাহানি। 
18608,Education,Youtube,Joy,"ভাই রোস্টতো অনেক করলেন এখন রোস্টটা বাসায় পাঠায়া দিয়েন, কাল ইফতারিতে খাবো।😂😂😂 "
11828,Politics,Youtube,Love,এইজন্যই ওনাকে ভালো লাগে 
6629,Music,Youtube,Sadness,"নিজে দোষ কইরা।আরেক জনের উপরদিয়া দোষ চাপাইয়া ভাবছেন কি বাইচা জাইবেন,,,??? "
27337,Sports,Youtube,Sadness,"কি লড়াই করেছ জানি , ইন্ডিয়া না থাকলে তো পাকিস্তানি দের পা চাটতে এখনও "
25584,Entertainment,Youtube,Joy,ভাই নাটক টা দেখতাছিলাম আর হাসতাছিলাম এতো জোরে জোরে হাসতাছিলাম যে বাপে আয়া পিডানি দেয়া সুরু করছে। 
5733,Personal,Youtube,Love,এই রকম সো অফ লাখ লাখ হওয়া উচিত ❤❤❤❤❤❤ 
5689,Sports,Youtube,Sadness,পরের বার যখন বাংলাদেশের সঙ্গে দেখা হবে বাংলাদেশ বুঝে যাবে ভারত কি জিনিস শুধু অপেক্ষা কর। 
12961,Music,Youtube,Surprise,যখন প্রথম ছেলেটাকে দেখসি..আরিয়ান খান এর মনে করসিলাম 
16979,Sports,Youtube,Joy,"আসুন, আমরা সবাই ৫ ওয়াক্ত নামাজ পড়ি! নামাজ বেহেস্তের চাবি! "
19934,Entertainment,Youtube,Love,ভাই ভালো লাগলো নাটকটা আর মেহ জাবিন এর অভিনয় কথা বলার ইস্টাইল অসাধারণ। 
25884,Entertainment,Youtube,Joy,"ওই শালির ঘরের শালি,,,,এক্কের ছিলো কথাটা,,,,, বুঝে না বোকা😂😂😂 "
16966,Music,Youtube,Joy,অপূর্ব গান। অসাধারণ। অনেক ভালো লাগছে। এরকম গান আর গাইবেন। 
16942,Personal,Facebook,Love,প্রতিটি বর্ষায় আমি তাকে তন্ন তন্ন করে খুজেছি 
11312,Sports,Youtube,Anger,"আমি লিটন দাসকে মিস করেছি, ওকে ১ ডাউন এ নামানো জেতো, সাব্বির রে বসাইয়া ইনফরম প্লেয়ার ছিল❤💕 "
25219,Personal,Youtube,Joy,তাওহিদ দা তোমাদের বাংলাদেশ বিমানবন্দর তো কোলকাতার বিমানবন্দরের থেকেও অনেক সুন্দর 
24908,Politics,Youtube,Anger,আপনি কেন্দ্রে কেনো গেসেন? আপনার ভোট গতেরাতেই হয়ে গেসে। দুইবার ভোট দেওয়ার সিস্টেম নাই😁😁 
12366,Personal,Youtube,Love,আফ্রিদি ভাই তোমার জন্য আমার শুভ কামনা অনেক দোয়া করি 
4623,Personal,Facebook,Anger,আপনি কিছুদিন আগে বলেছিলেন - 'তরুন চিকিৎসকদের বিশেষজ্ঞ হওয়ার আগ্রহ কম।' প্রিয় মন্ত্রী 
19240,Education,Youtube,Joy,প্রত্যেকটা ভিডিওর ডেসক্রিপশনে ফেসবুক পেজ আর গ্রুপের লিংক দেয়া আছে। 
12226,Politics,Youtube,Joy,"হাসি পাচ্ছে,,, প্রতারক চক্র,, অফিসার বলে গ্লুপ,,,শক্রিয় গ্লুপ,, হাহা, "
16050,Personal,Facebook,Love,তোমায় সত্যি ভাবি । তোমার ভালোবাসা পাওয়ার জন্য 
18506,Sports,Youtube,Joy,বাংলাদেশের এতদিনের কাঙ্খিত তামিমের মতো ওপেনার পেয়ে গেছে... আর সৌম্য ৩নাম্বার পজিশনেই ভালো আছে এবং লিটন ৫/৬ 
5138,Education,Youtube,Anger,"আমি ভাই মেথ পারি না কেন যে আমি নিজেও জানিনা, আমার অনেক চেস্টা আছে। "
1244,Personal,Youtube,Love,আফ্রিদি ব্রো অনেক অনেক থ্যাংস আপনাকে রানার পাশে দাড়ানোর জন্য 
13243,Music,Youtube,Joy,সেই হইছে তবে কি যেনো খালি খালি লাগতেছে৷ মনে হয় আরো ভালো হতে পারতো 
26694,Business,Youtube,Joy,ক্যামেরা কি আপনার গ্যারান্টি ওয়ারেন্টি দিবেন দয়া করে রিপ্লাই দিবেন 
26568,Sports,Facebook,Surprise,আর্জেন্টিনা দলের জন্য নিবেদিত প্রাণ এজকুয়েল লাভেজ্জি নাকি ম্যাচের আগের প্রাকটিসের সময় সিগারেট খেয়েছে 
19697,Food,Youtube,Sadness,উনার বাংলা ভাষার উপর কোর্স করা উচিত। খাবার পরিবেশনা থেকে উপস্পাপনা- আমার দেখা জঘন্যতম। 
8491,Entertainment,Youtube,Love,অভিনেতা হিসাবে সারা জীবন আমার বুকের মাঝে থাকবে আরফান নিশো আমার দেখা সেরা অভিনেতা নিশো বস বস 
13472,Personal,Youtube,Love,ভাই আপনার বিডিও যতো দেখি ততো আপনাকে ভালো লাগে 
13484,Entertainment,Youtube,Joy,ভেলেন্টটাইনডে তে সিঙ্গেলদের জন্য একমাত্র অবলম্বনই হলো এসব রোমান্টিক নাটক। 
7308,Music,Youtube,Anger,প্রশ্ন ঃ দুই টাকার জন্য মেয়েরা এসব মডেলিং কর। হায় দুনিয়ায় কিয়ামতের লখখন দেখা দিসে। 
20224,Music,Youtube,Love,এতো সুন্দর গান। অামি ১০০বার শুনছি অার অারো শুনবো কারন গানটা অামার কাছে ভালো লাগে 
5854,Politics,Youtube,Sadness,"এটা হাস্যকর, পদ্মারই খবর নাই আবার আসছে তার চেয়ে বড় সেতু করবে।👎 "
887,Entertainment,Youtube,Love,"নিশো পাগলা টা ফাটাইয়া দিছে,,, "
1046,Sports,Youtube,Love,সাবাশ বাঘের বাচ্চারা বাঘের মত গর্জন দেওয়ার জন্য। 
26572,Business,Youtube,Sadness,ভাবছিলাম মায়াজল ভালো চ্যালেন এখন দেখি গাজা খাইয়া কথা বলে 
27706,Personal,Facebook,Anger,সেসব বুঝি অন্য এক জীবনের কথা! হঠাৎ ট্রাফিক স্লো হয়ে যাওয়া বাস্তবে ফিরে আসি 
26936,Sports,Youtube,Joy,"আজকে মনের আসা পুরোন হলো,অভিনন্দন টিম টাইগার,স এন্ড বস মাশরাফি বিন মোর্তোজা "
27567,Personal,Facebook,Love,আমি তোমাকে আমার সব দিক দিয়ে ভালোবাসি 
11089,Personal,Youtube,Anger,"আমাকে যদি কেউ আদর করে এমন ভাবে কিছু দিতো, "
1439,Personal,Facebook,Anger,আমি থাকি মহাসুখে অট্টালিকা পরে তুমি কত কষ্ট পাও রোধ 
20867,Personal,Facebook,Joy,তাইতো এখন হাজার মানুষের জন্যে সুখের পসরা সাজাই ! দেখ পরী 
12968,Personal,Youtube,Sadness,ফেমাস হওয়ার জন্য ফেমাস লোকদের নিয়ে কেন ভিডিও করো। পারলে গরিবদের নিয়ে ভিডিও করো। 
16410,Business,Facebook,Joy,এসসি এবং ভ্যাট ** কন্টেন্ট ডাউনলোড ফি: ১৫ টাকা+ এসডি 
13817,Education,Youtube,Sadness,মাদ্রাসার ছাত্রের ব্যবহার কত সুন্দর আর মেয়েটির ব্যবহার যেন অশিক্ষিত মূর্খের মতোই! 
27245,Entertainment,Youtube,Sadness,এত লো কোয়ালিটির ইডিট এত হাই প্রোফাইল নাটকে কেন? 
23109,Personal,Facebook,Anger,কি নিদারুণ অত্যাচার সহ্য করে একদিন গলায় বিষ ঢেলে দিল। ভালবাসায় ঘর ছেড়েছিল 
8932,Politics,Youtube,Sadness,"এই জাতটা যেখানে আছে,সেই জায়গাটাই নস্ট করে দেই.মূর্খেরর দল.. "
4467,Sports,Youtube,Love,বাংলাদেশ পারেনা এমন কিছুই নেই! অসম্ভবকে সম্ভব করা বাংলাদেশের কাজ😍😍😍😍😊😊 
27056,Sports,Youtube,Sadness,মুসাদ্দেক কে নিয়ে সবাইত অনেক কতা বলস এবার দেক মাইর অর। 
2598,Sports,Youtube,Love,কোন কথা নাই শুধু ইমরুল কায়েস কে বিশ্বকাপ স্কোয়াডে দেখতে চাই ✌✌ 
8968,Politics,Youtube,Anger,এই সংবাদিককে বেশি দিন দেশে থাকতে দিবে না। 
13911,Personal,Youtube,Love,আফ্রিদি ভাই। আমাদের সাতক্ষীরাতে তো কখনো আসেননি। তাই একবার আসেন প্লিজ। 
8630,Entertainment,Youtube,Anger,ডাবল পার্টের ইডিটিং ভালো হয়নাই স্পষ্ট বুজা যায়. একটা গরের শুটিং আরেকটা বাহিরের 
26413,Entertainment,Youtube,Joy,এখানে এমন কেউ আছে যে আরফান নিশোর নাটকের এর কমেন্ট করতে ভালো লাগে 
26924,Sports,Facebook,Anger,আমি তার লাইভ খেলা দেখিনি) । সে মাত্র ১ টা বিশ্বকাপ জিতসে 
1479,Education,Facebook,Surprise,লোকটি হকচকিয়ে গেল প্রথমে.... . কিছুক্ষণ পরে ধাতস্থ হয়ে 
20621,Entertainment,Youtube,Love,নাটকটা অনেক বার দেখেছি তার পর ও ভাল লাগে 
26810,Education,Facebook,Anger,কান্তা ভাবীর এত বড় বিপদে আমাদের উচিত পাশে দাঁড়ানো। কি রঙ এর ব্লাউজ 
18925,Education,Youtube,Joy,ভাইয়া তোমার কথা কাজ সব গুলো ভালো লাগে 
9583,Sports,Youtube,Joy,ভালো খেলছি ।।।।আর সামনে এগিয়ে যেতে হবে ।।।।। 
1689,Personal,Youtube,Love,গালিবয় রানা কে সাহায্য করার জন্য ধন্যবাদ 
2869,Sports,Facebook,Joy,নারস বল্ল এই সেই বাদাম ওয়ালা যিনি আপনাকে নিজের কিডনি দান করেছে 
10459,Politics,Facebook,Surprise,চীনের মত একটা বা দুটি দেশও যদি বর্তমান সরকারের কাজে সন্তুষ্ট থাকে 
13909,Education,Youtube,Love,আল্লাহ পাক মাদ্রাসার ছাত্রদের ঈমানী শক্তি বারিয়ে দাও। 
26516,Sports,Youtube,Sadness,এখন দেশ বোঝোক সাকিব কি ছিল 
27951,Personal,Facebook,Anger,তাদের শরম লাগেনা! আমার কেবল লজ্জা লাগে।তাদের তবু লজ্জা নাই! আমার কেন এত লজ্জা 
24888,Personal,Youtube,Sadness,"মজা করার মতো কিছু বলি নি,,, "
11029,Sports,Youtube,Anger,খোব কষ্ট লাগার মতো আমরা চাই পাপন সবার পাশে৷ দারাক 
10395,Personal,Youtube,Love,তামিম ভাই কে লাখ-লাখ সিলেট ও সালাম দোয়া করি আল্লাহ পাক যেন তামিম ভাইয়ের সহায় হোন 
2658,Personal,Facebook,Love,সেই ছেলেটা আর মেয়েটার বড় ছেলে বিশ্ববিদ্যালয়ের ছাত্র 
8754,Politics,Youtube,Sadness,আসিফ আকবর সহকার পরিচালকরা হলো পতিতাদের দালাল আরে স্পর্শিয়া তো নিজে পতিতা হিসেবে সবার সামনে যা করল 
10985,Politics,Facebook,Anger,মাত্র ১৮ বছর বয়সে ব্যাট করার সময় বলের আঘাতে মারা জান। #জর্জ_সুম্মেরসঃ ইংল্যান্ড- ১৮৭০ 
14767,Education,Facebook,Surprise,অবিবাহিত নারী বিবাহিত নারী অপেক্ষা বেশি আইকিউর অধিকারী। তার মানে দাঁড়াচ্ছে 
3319,Education,Youtube,Sadness,এডি কি তর্ক করতে গেছে না মারামারি করতে গেছে 
13293,Personal,Youtube,Anger,ভিডিওতে বেশি পরিমাণ টিল করে ফেলছো 
17933,Politics,Youtube,Sadness,বি বাড়ীয়ার মানুষ তোর বোন কে মাকে চুদে 
13260,Business,Youtube,Anger,"ছবিতে গরিলা, বাঘ,দুটি মাছ এবং গরিলার নিচ একটি বড় তিমি মাছ আছে। আপু না হলে দুঃখীত। 😟 "
18706,Education,Youtube,Joy,"সত্যি ভাইয়া অনেক ভালো লাগচে আপনার কথা গুলো,, 😍 "
6409,Politics,Youtube,Sadness,এরা এখনো অসভ্য জাতি রয়ে গেল জংলি মানব 
978,Personal,Youtube,Love,ভাল লাগছে এই ভাবে দেশ একদিন এগিয়ে যাবে 
18974,Personal,Youtube,Love,আল্লাহ আপনাকে উত্তম প্রতিদান দান করুন আমীন আমীন আমীন 
9569,Personal,Youtube,Anger,ভাই আমিও রানা কে দেখতে চাই কিন্ত আমার ঢাকা জাওয়া হয় না 
13701,Education,Youtube,Sadness,ছেলেটার মতো মেধা+ভদ্রতা অর্জন করতে মেয়েটার আরও পাঁচ বার জন্ম নিদে হবে। 
2735,Sports,Facebook,Love,সেই মানসিকতায়। স্বপ্ন দেখতে কাউকে মানা করব না 
10698,Entertainment,Facebook,Love,যার গায়ে কখনো একটা ফুলের টোকা পরতে দেননি 
2092,Personal,Youtube,Love,ভাই পিল্জ এই গানের নামটা বলেন! সপ্নতো দেখেছি তোমাকে তোমাকে 
2504,Entertainment,Youtube,Anger,মূল্যেয়োন না দিতে জানলে এমন টা ই হয় ..?? 
16480,Personal,Youtube,Joy,"আফ্রিদি ভাই কে অনেক ধন্নবাদ কারন,, রানার সাথে দেখা করার জন্ন "
9810,Personal,Facebook,Anger,অবশ্য আমার অবস্তা দেখে তার একবিন্দুও বুঝতে বাকি ছিলনা 
19118,Personal,Youtube,Love,তোমাকে অনেক ভাল লাগে 
9356,Personal,Youtube,Love,এই জন্যই ভাই তোকে এতো ভালো লাগে 
8306,Personal,Facebook,Fear,তার মনে সন্দেহ জাগে। সে মনে করে রেহান তার একার 
10336,Personal,Youtube,Love,ভালবাসাটা বেড়ে গেল তৌহিদ আফ্রিদি ভাই...❤❤❤ 
20269,Fashion,Youtube,Sadness,"তুমার উচ্চারণ চাষার মতো, একটু শুদ্ধ বলতে শেখো। "
2553,Entertainment,Youtube,Sadness,এই সালির ঘরে সালি কোথাও যাবি না। হাহাহা 
27224,Music,Youtube,Love,"প্রত্যেকটা গান আলাদা আলাদা করে পূর্ণাঙ্গরুপে পারভেজ ভাইয়ের কন্ঠে শুনতে চাই,মিউজিক কম্পোজ করবেন আমাদের প্রিয় রাহাত ভাই  "
14721,Personal,Facebook,Love,আপাতত তাই নাও যতোটুকু তোমাকে মানায়। ওইটুকু নিয়ে তুমি বড় হও 
8731,Food,Youtube,Love,"ফজলুর রাহমান ভাই, আপনি অনেক অনেক দিন বেচে থাকেন এই দোয়া করি... ভিডিওর জন্য ধন্যবাদ আদনান ভাই... "
26576,Personal,Facebook,Anger,বাংলাদেশি) কমিউনিটিতেও এটা এখন সমস্যা হয়ে দাড়িয়েছে। মেয়েরা মোটামুটি গ্রাজুয়েশন শেষ করে একটু স্টাবলিশ হলে 
10024,Personal,Youtube,Joy,ভাই লাখ লাখ রানাদের খুঁজে পেলে কি তাদের পড়ালেখার দায়িত্ব আপনি নিজেই নিবেন 
27521,Entertainment,Youtube,Sadness,মেয়েরা যখন বাইনকার চিপায় পড়ে।তখনি একটা পুরুষমানুষ এর দরকার পড়ে। 
14381,Personal,Facebook,Anger,যত যত্নই নিন এটা আর বেঁচে থাকবে না। তাই আপনার ভালবাসার মানুষটির নিয়মিত যত্ন নিন 
14395,Personal,Youtube,Joy,ভাই তুমি অনেক ভালো কাজ করছো আমি দোয়া করি তুমি আরো ভালো কাজ করবে 
26002,Personal,Youtube,Joy,দুই বাংলার মিল বন্ধন দেখে খুব ভালো লাগলো 😍😍 
7085,Personal,Youtube,Anger,ভাই অামারা খরচ করতে পারবনা কারন অামাদের বাবা কোটি কোটি টাকা না 
26120,Entertainment,Youtube,Anger,রোকেয়ারে তুই আরে ভুল বুঝলি 
9514,Music,Youtube,Joy,অসাধারণ।মন ছুয়ে যাওয়ার মতো।।। 
19683,Health,Facebook,Fear,ঘুর্ণিঝড় ‘মোরা’ বাংলাদেশের উপকূলীয় অঞ্চলের উপর দিয়ে বয়ে যেতে পারে। চট্টগ্রাম এর উপকূলীয় জেলাসমূহ 
4341,Entertainment,Youtube,Joy,"কিছু কিছু যায়গায় মেকি মেকি লাগলেও , ওভারওল নাটক টা ভালোই লেগেছে। "
20607,Personal,Facebook,Surprise,সে কী করবে! তখন সে ১০১ ধরনের চাকুরিতে আবেদন করতে থাকে। যেই সার্কুলারই পায় 
1635,Entertainment,Facebook,Joy,নীচের লিংকে গিয়ে রেজিস্ট্রেশন করতে পারেন ❤️ দেখা হবে কাল সাতটায় 
7480,Personal,Facebook,Anger,কিন্তু কেন দিলে না বিধাতা ? বরং তুমি কাকাকে পাঠিয়ে দিলে এই বলে “ আমাকে 
12113,Personal,Youtube,Love,প্রিন্স মাহমুদ যেমন চুপচাপ লিজেন্ড তাবিব মাহবুব ভাইকেও ঠিক তেমনই লিজেন্ড। 
25513,Entertainment,Youtube,Joy,মোশারফ ভাই তুমার জমজ যেন প্রতি বছর চলতেই থাকে 
16021,Music,Youtube,Joy,প্রত্যেকটি গান আলাদা আলাদা ভাবে পুরো গান গাওয়ার অনুরোধ রইল। সর্বপরি ভালই হয়েছে। 
14795,Sports,Facebook,Joy,রোববার রাতে হ্যাটট্রিক করে আবারো আগের মতো জ্বলে উঠেছেন তিনি 
15184,Entertainment,Youtube,Joy,বাংলাদেশের ৪০ মিনিটের নাটকে যা দেখায় ভারতীয় সিরিয়ালে ৪ বছরেও তা দেখাতে পারেনা। 
19158,Personal,Youtube,Joy,ভাল কাজ সবসময়ই ভাল। চালিয়ে যাও দেখিয়ে অালোর মুখ ভাই। শুভ কামনা চিরন্তন 
12571,Education,Youtube,Anger,ঐ মাইয়ার লাফালাফি দেখে আমি মেয়ে লজ্জায় মাথা নামিয়ে নিলাম 
4391,Sports,Youtube,Sadness,তোমার মারে চুদি মিথ্যা কথা আর কত কইবা মাদারচোদ 
19565,Personal,Twitter,Joy,প্রকৃত অসচ্ছল শিক্ষার্থীরা উপকৃত হতো বলে বিশ্বাস করি। সম্মানিত ভিসি স্যার 
13914,Sports,Youtube,Joy,"এখন তামিমের সাথে কে ওপেন করবে😂😂😂 লিটন,ইমরুল নাকি সরকার??? "
255,Music,Youtube,Joy,ভাইরে ভাই তোমাদের ভিডিও দেখে মিথিলা পাগল হয়ে গেছে 
16576,Personal,Youtube,Joy,আফ্রিদি ভাই আমি আপনার কাছে আমি অনেক ধন্যবাদ আমি আপনাকে দোয়া করি 
21190,Personal,Youtube,Love,আপনার এই ভালোবাসা দেখে অনেক বড় ফ্যান হয়ে গেলাম ভাই💐🌹💘💘 
10532,Personal,Youtube,Love,আমি রানার গান খুব পছন্দ করি আসলেই একটা ভালো প্রতিভাবান ছেলে। 
19537,Music,Youtube,Sadness,"যত আল্লাহ ওয়ালা লোক আছে, সবাইকে পাইবেন ইউটিউব এর কমেন্টে.... "
10846,Politics,Facebook,Sadness,দুর্নীতির ঘটনায় জড়িত ছিলেন খাদ্য পরিদর্শকরা। গুদামের যে কোনো দুর্নীতি 
3352,Music,Youtube,Anger,"প্রেমের নামে ছিনিমিনি, ভালবাসা ভন্ডামী এই নীতি মোর জানা ছিল না "
